Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
20,152,3,SPD,Abdi,Sanae,,0,1,0,0,0,Sanae Abdi,
20,152,3,SPD,Ahmetovic,Adis,,0,1,0,0,0,Adis Ahmetovic,
20,152,3,SPD,Alabali-Radovan,Reem,,0,1,0,0,0,Reem Alabali-Radovan,
20,152,3,SPD,Andres,Dagmar,,0,1,0,0,0,Dagmar Andres,
20,152,3,SPD,Annen,Niels,,0,1,0,0,0,Niels Annen,
20,152,3,SPD,Arlt,Johannes,,0,1,0,0,0,Johannes Arlt,
20,152,3,SPD,Baehrens,Heike,,0,1,0,0,0,Heike Baehrens,
20,152,3,SPD,Bahr,Ulrike,,0,1,0,0,0,Ulrike Bahr,
20,152,3,SPD,Baldy,Daniel,,0,1,0,0,0,Daniel Baldy,
20,152,3,SPD,Baradari,Nezahat,,0,1,0,0,0,Nezahat Baradari,
20,152,3,SPD,Bartol,Sören,,0,1,0,0,0,Sören Bartol,
20,152,3,SPD,Bartz,Alexander,,0,1,0,0,0,Alexander Bartz,
20,152,3,SPD,Bas,Bärbel,,0,1,0,0,0,Bärbel Bas,
20,152,3,SPD,Becker,Holger,,0,1,0,0,0,Dr. Holger Becker,
20,152,3,SPD,Berghahn,Jürgen,,0,1,0,0,0,Jürgen Berghahn,
20,152,3,SPD,Bergt,Bengt,,0,1,0,0,0,Bengt Bergt,
20,152,3,SPD,Blankenburg,Jakob,,0,1,0,0,0,Jakob Blankenburg,
20,152,3,SPD,Breymaier,Leni,,0,1,0,0,0,Leni Breymaier,
20,152,3,SPD,Budde,Katrin,,0,1,0,0,0,Katrin Budde,
20,152,3,SPD,Cademartori Dujisin,Isabel,,0,1,0,0,0,Isabel Cademartori Dujisin,
20,152,3,SPD,Castellucci,Lars,,0,1,0,0,0,Dr. Lars Castellucci,
20,152,3,SPD,Coße,Jürgen,,0,1,0,0,0,Jürgen Coße,
20,152,3,SPD,Daldrup,Bernhard,,0,1,0,0,0,Bernhard Daldrup,
20,152,3,SPD,De Ridder,Daniela,,0,1,0,0,0,Dr. Daniela De Ridder,
20,152,3,SPD,Demir,Hakan,,0,1,0,0,0,Hakan Demir,
20,152,3,SPD,Diaby,Karamba,,0,1,0,0,0,Dr. Karamba Diaby,
20,152,3,SPD,Diedenhofen,Martin,,0,1,0,0,0,Martin Diedenhofen,
20,152,3,SPD,Dieren,Jan,,0,1,0,0,0,Jan Dieren,
20,152,3,SPD,Dilcher,Esther,,0,1,0,0,0,Esther Dilcher,
20,152,3,SPD,Dittmar,Sabine,,0,1,0,0,0,Sabine Dittmar,
20,152,3,SPD,Döring,Felix,,0,1,0,0,0,Felix Döring,
20,152,3,SPD,Droßmann,Falko,,0,1,0,0,0,Falko Droßmann,
20,152,3,SPD,Echeverria,Axel,,0,1,0,0,0,Axel Echeverria,
20,152,3,SPD,Eichwede,Sonja,,0,1,0,0,0,Sonja Eichwede,
20,152,3,SPD,Engelhardt,Heike,,0,1,0,0,0,Heike Engelhardt,
20,152,3,SPD,Esdar,Wiebke,,0,1,0,0,0,Dr. Wiebke Esdar,
20,152,3,SPD,Esken,Saskia,,0,1,0,0,0,Saskia Esken,
20,152,3,SPD,Fäscher,Ariane,,0,1,0,0,0,Ariane Fäscher,
20,152,3,SPD,Fechner,Johannes,,0,1,0,0,0,Dr. Johannes Fechner,
20,152,3,SPD,Fiedler,Sebastian,,0,1,0,0,0,Sebastian Fiedler,
20,152,3,SPD,Franke,Edgar,,0,1,0,0,0,Dr. Edgar Franke,
20,152,3,SPD,Funke,Fabian,,0,1,0,0,0,Fabian Funke,
20,152,3,SPD,Gava,Manuel,,0,1,0,0,0,Manuel Gava,
20,152,3,SPD,Gerdes,Michael,,0,1,0,0,0,Michael Gerdes,
20,152,3,SPD,Gerster,Martin,,0,1,0,0,0,Martin Gerster,
20,152,3,SPD,Glöckner,Angelika,,0,1,0,0,0,Angelika Glöckner,
20,152,3,SPD,Griese,Kerstin,,0,1,0,0,0,Kerstin Griese,
20,152,3,SPD,Grötsch,Uli,,0,1,0,0,0,Uli Grötsch,
20,152,3,SPD,Hagedorn,Bettina,,0,1,0,0,0,Bettina Hagedorn,
20,152,3,SPD,Hagl-Kehl,Rita,,0,1,0,0,0,Rita Hagl-Kehl,
20,152,3,SPD,Hakverdi,Metin,,0,1,0,0,0,Metin Hakverdi,
20,152,3,SPD,Hartmann,Sebastian,,0,1,0,0,0,Sebastian Hartmann,
20,152,3,SPD,Heidenblut,Dirk,,0,1,0,0,0,Dirk Heidenblut,
20,152,3,SPD,Heil (Peine),Hubertus,,0,1,0,0,0,Hubertus Heil (Peine),
20,152,3,SPD,Heiligenstadt,Frauke,,0,1,0,0,0,Frauke Heiligenstadt,
20,152,3,SPD,Heinrich,Gabriela,,0,1,0,0,0,Gabriela Heinrich,
20,152,3,SPD,Hellmich,Wolfgang,,0,1,0,0,0,Wolfgang Hellmich,
20,152,3,SPD,Hennig,Anke,,0,1,0,0,0,Anke Hennig,
20,152,3,SPD,Heselhaus,Nadine,,0,1,0,0,0,Nadine Heselhaus,
20,152,3,SPD,Hitschler,Thomas,,0,0,0,0,1,Thomas Hitschler,
20,152,3,SPD,Hostert,Jasmina,,0,1,0,0,0,Jasmina Hostert,
