Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
20,145,2,SPD,Abdi,Sanae,,1,0,0,0,0,Sanae Abdi,
20,145,2,SPD,Ahmetovic,Adis,,1,0,0,0,0,Adis Ahmetovic,
20,145,2,SPD,Alabali-Radovan,Reem,,1,0,0,0,0,Reem Alabali-Radovan,
20,145,2,SPD,Andres,Dagmar,,1,0,0,0,0,Dagmar Andres,
20,145,2,SPD,Annen,Niels,,1,0,0,0,0,Niels Annen,
20,145,2,SPD,Arlt,Johannes,,1,0,0,0,0,Johannes Arlt,
20,145,2,SPD,Baehrens,Heike,,1,0,0,0,0,Heike Baehrens,
20,145,2,SPD,Bahr,Ulrike,,1,0,0,0,0,Ulrike Bahr,
20,145,2,SPD,Baldy,Daniel,,1,0,0,0,0,Daniel Baldy,
20,145,2,SPD,Baradari,Nezahat,,1,0,0,0,0,Nezahat Baradari,
20,145,2,SPD,Bartol,Sören,,1,0,0,0,0,Sören Bartol,
20,145,2,SPD,Bartz,Alexander,,1,0,0,0,0,Alexander Bartz,
20,145,2,SPD,Bas,Bärbel,,1,0,0,0,0,Bärbel Bas,
20,145,2,SPD,Becker,Holger,,1,0,0,0,0,Dr. Holger Becker,
20,145,2,SPD,Berghahn,Jürgen,,1,0,0,0,0,Jürgen Berghahn,
20,145,2,SPD,Bergt,Bengt,,1,0,0,0,0,Bengt Bergt,
20,145,2,SPD,Blankenburg,Jakob,,1,0,0,0,0,Jakob Blankenburg,
20,145,2,SPD,Breymaier,Leni,,1,0,0,0,0,Leni Breymaier,
20,145,2,SPD,Budde,Katrin,,1,0,0,0,0,Katrin Budde,
20,145,2,SPD,Cademartori Dujisin,Isabel,,1,0,0,0,0,Isabel Cademartori Dujisin,
20,145,2,SPD,Castellucci,Lars,,1,0,0,0,0,Dr. Lars Castellucci,
20,145,2,SPD,Coße,Jürgen,,1,0,0,0,0,Jürgen Coße,
20,145,2,SPD,Daldrup,Bernhard,,1,0,0,0,0,Bernhard Daldrup,
20,145,2,SPD,De Ridder,Daniela,,1,0,0,0,0,Dr. Daniela De Ridder,
20,145,2,SPD,Demir,Hakan,,1,0,0,0,0,Hakan Demir,
20,145,2,SPD,Diaby,Karamba,,1,0,0,0,0,Dr. Karamba Diaby,
20,145,2,SPD,Diedenhofen,Martin,,0,0,0,0,1,Martin Diedenhofen,
20,145,2,SPD,Dieren,Jan,,1,0,0,0,0,Jan Dieren,
20,145,2,SPD,Dilcher,Esther,,1,0,0,0,0,Esther Dilcher,
20,145,2,SPD,Dittmar,Sabine,,1,0,0,0,0,Sabine Dittmar,
20,145,2,SPD,Döring,Felix,,1,0,0,0,0,Felix Döring,
20,145,2,SPD,Droßmann,Falko,,1,0,0,0,0,Falko Droßmann,
20,145,2,SPD,Echeverria,Axel,,1,0,0,0,0,Axel Echeverria,
20,145,2,SPD,Eichwede,Sonja,,1,0,0,0,0,Sonja Eichwede,
