Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
20,195,4,SPD,Abdi,Sanae,,0,0,0,0,1,Sanae Abdi,
20,195,4,SPD,Ahmetovic,Adis,,0,0,0,0,1,Adis Ahmetovic,
20,195,4,SPD,Alabali-Radovan,Reem,,1,0,0,0,0,Reem Alabali-Radovan,
20,195,4,SPD,Andres,Dagmar,,1,0,0,0,0,Dagmar Andres,
20,195,4,SPD,Annen,Niels,,1,0,0,0,0,Niels Annen,
20,195,4,SPD,Arlt,Johannes,,1,0,0,0,0,Johannes Arlt,
20,195,4,SPD,Baehrens,Heike,,1,0,0,0,0,Heike Baehrens,
20,195,4,SPD,Bahr,Ulrike,,1,0,0,0,0,Ulrike Bahr,
20,195,4,SPD,Baldy,Daniel,,1,0,0,0,0,Daniel Baldy,
20,195,4,SPD,Baradari,Nezahat,,1,0,0,0,0,Nezahat Baradari,
20,195,4,SPD,Bartol,Sören,,1,0,0,0,0,Sören Bartol,
20,195,4,SPD,Bartz,Alexander,,1,0,0,0,0,Alexander Bartz,
20,195,4,SPD,Bas,Bärbel,,1,0,0,0,0,Bärbel Bas,
20,195,4,SPD,Becker,Holger,,1,0,0,0,0,Dr. Holger Becker,
20,195,4,SPD,Berghahn,Jürgen,,1,0,0,0,0,Jürgen Berghahn,
20,195,4,SPD,Bergt,Bengt,,1,0,0,0,0,Bengt Bergt,
20,195,4,SPD,Blankenburg,Jakob,,1,0,0,0,0,Jakob Blankenburg,
20,195,4,SPD,Breymaier,Leni,,1,0,0,0,0,Leni Breymaier,
20,195,4,SPD,Budde,Katrin,,1,0,0,0,0,Katrin Budde,
20,195,4,SPD,Cademartori Dujisin,Isabel,,1,0,0,0,0,Isabel Cademartori Dujisin,
20,195,4,SPD,Castellucci,Lars,,0,0,0,0,1,Dr. Lars Castellucci,
20,195,4,SPD,Coße,Jürgen,,1,0,0,0,0,Jürgen Coße,
20,195,4,SPD,Daldrup,Bernhard,,1,0,0,0,0,Bernhard Daldrup,
20,195,4,SPD,De Ridder,Daniela,,0,0,0,0,1,Dr. Daniela De Ridder,
