Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
19,234,1,CDU/CSU,Abercron,Michael,von,1,0,0,0,0,Dr. Michael von Abercron,
19,234,1,CDU/CSU,Albani,Stephan,,1,0,0,0,0,Stephan Albani,
19,234,1,CDU/CSU,Altenkamp,Norbert Maria,,1,0,0,0,0,Norbert Maria Altenkamp,
19,234,1,CDU/CSU,Altmaier,Peter,,1,0,0,0,0,Peter Altmaier,
19,234,1,CDU/CSU,Amthor,Philipp,,1,0,0,0,0,Philipp Amthor,
19,234,1,CDU/CSU,Auernhammer,Artur,,1,0,0,0,0,Artur Auernhammer,
19,234,1,CDU/CSU,Aumer,Peter,,1,0,0,0,0,Peter Aumer,
19,234,1,CDU/CSU,Bär,Dorothee,,1,0,0,0,0,Dorothee Bär,
19,234,1,CDU/CSU,Bareiß,Thomas,,1,0,0,0,0,Thomas Bareiß,
19,234,1,CDU/CSU,Barthle,Norbert,,1,0,0,0,0,Norbert Barthle,
19,234,1,CDU/CSU,Beermann,Maik,,1,0,0,0,0,Maik Beermann,
19,234,1,CDU/CSU,Behrens (Börde),Manfred,,1,0,0,0,0,Manfred Behrens (Börde),
19,234,1,CDU/CSU,Bellmann,Veronika,,1,0,0,0,0,Veronika Bellmann,
19,234,1,CDU/CSU,Benning,Sybille,,1,0,0,0,0,Sybille Benning,
19,234,1,CDU/CSU,Berghegger,André,,1,0,0,0,0,Dr. André Berghegger,
19,234,1,CDU/CSU,Bernstein,Melanie,,1,0,0,0,0,Melanie Bernstein,
19,234,1,CDU/CSU,Bernstiel,Christoph,,1,0,0,0,0,Christoph Bernstiel,
19,234,1,CDU/CSU,Beyer,Peter,,1,0,0,0,0,Peter Beyer,
19,234,1,CDU/CSU,Biadacz,Marc,,1,0,0,0,0,Marc Biadacz,
19,234,1,CDU/CSU,Bilger,Steffen,,1,0,0,0,0,Steffen Bilger,
19,234,1,CDU/CSU,Bleser,Peter,,1,0,0,0,0,Peter Bleser,
19,234,1,CDU/CSU,Brackmann,Norbert,,1,0,0,0,0,Norbert Brackmann,
19,234,1,CDU/CSU,Brand (Fulda),Michael,,1,0,0,0,0,Michael Brand (Fulda),
19,234,1,CDU/CSU,Brandl,Reinhard,,1,0,0,0,0,Dr. Reinhard Brandl,
19,234,1,CDU/CSU,Braun,Helge,,0,0,0,0,1,Dr. Helge Braun,
19,234,1,CDU/CSU,Breher,Silvia,,1,0,0,0,0,Silvia Breher,
19,234,1,CDU/CSU,Brehm,Sebastian,,1,0,0,0,0,Sebastian Brehm,
19,234,1,CDU/CSU,Brehmer,Heike,,1,0,0,0,0,Heike Brehmer,
19,234,1,CDU/CSU,Brinkhaus,Ralph,,1,0,0,0,0,Ralph Brinkhaus,
19,234,1,CDU/CSU,Brodesser,Carsten,,1,0,0,0,0,Dr. Carsten Brodesser,
19,234,1,CDU/CSU,Connemann,Gitta,,1,0,0,0,0,Gitta Connemann,
19,234,1,CDU/CSU,Damerow,Astrid,,0,0,0,0,1,Astrid Damerow,
19,234,1,CDU/CSU,Dobrindt,Alexander,,1,0,0,0,0,Alexander Dobrindt,
