Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
19,170,2,CDU/CSU,Abercron,Michael,von,0,1,0,0,0,Dr. Michael von Abercron,
19,170,2,CDU/CSU,Albani,Stephan,,0,1,0,0,0,Stephan Albani,
19,170,2,CDU/CSU,Altenkamp,Norbert Maria,,0,1,0,0,0,Norbert Maria Altenkamp,
19,170,2,CDU/CSU,Altmaier,Peter,,0,0,0,0,1,Peter Altmaier,
19,170,2,CDU/CSU,Amthor,Philipp,,0,1,0,0,0,Philipp Amthor,
19,170,2,CDU/CSU,Auernhammer,Artur,,0,0,0,0,1,Artur Auernhammer,
19,170,2,CDU/CSU,Aumer,Peter,,0,1,0,0,0,Peter Aumer,
19,170,2,CDU/CSU,Bär,Dorothee,,0,1,0,0,0,Dorothee Bär,
19,170,2,CDU/CSU,Bareiß,Thomas,,0,1,0,0,0,Thomas Bareiß,
19,170,2,CDU/CSU,Barthle,Norbert,,0,1,0,0,0,Norbert Barthle,
19,170,2,CDU/CSU,Beermann,Maik,,0,1,0,0,0,Maik Beermann,
19,170,2,CDU/CSU,Behrens (Börde),Manfred,,0,1,0,0,0,Manfred Behrens (Börde),
19,170,2,CDU/CSU,Bellmann,Veronika,,0,1,0,0,0,Veronika Bellmann,
19,170,2,CDU/CSU,Benning,Sybille,,0,1,0,0,0,Sybille Benning,
19,170,2,CDU/CSU,Berghegger,André,,0,1,0,0,0,Dr. André Berghegger,
19,170,2,CDU/CSU,Bernstein,Melanie,,0,1,0,0,0,Melanie Bernstein,
19,170,2,CDU/CSU,Bernstiel,Christoph,,0,1,0,0,0,Christoph Bernstiel,
19,170,2,CDU/CSU,Beyer,Peter,,0,1,0,0,0,Peter Beyer,
19,170,2,CDU/CSU,Biadacz,Marc,,0,1,0,0,0,Marc Biadacz,
19,170,2,CDU/CSU,Bilger,Steffen,,0,1,0,0,0,Steffen Bilger,
19,170,2,CDU/CSU,Bleser,Peter,,0,1,0,0,0,Peter Bleser,
19,170,2,CDU/CSU,Brackmann,Norbert,,0,1,0,0,0,Norbert Brackmann,
19,170,2,CDU/CSU,Brand (Fulda),Michael,,0,1,0,0,0,Michael Brand (Fulda),
19,170,2,CDU/CSU,Brandl,Reinhard,,0,1,0,0,0,Dr. Reinhard Brandl,
19,170,2,CDU/CSU,Braun,Helge,,0,1,0,0,0,Dr. Helge Braun,
19,170,2,CDU/CSU,Breher,Silvia,,0,1,0,0,0,Silvia Breher,
19,170,2,CDU/CSU,Brehm,Sebastian,,0,1,0,0,0,Sebastian Brehm,
19,170,2,CDU/CSU,Brehmer,Heike,,0,1,0,0,0,Heike Brehmer,
19,170,2,CDU/CSU,Brinkhaus,Ralph,,0,1,0,0,0,Ralph Brinkhaus,
19,170,2,CDU/CSU,Brodesser,Carsten,,0,1,0,0,0,Dr. Carsten Brodesser,
19,170,2,CDU/CSU,Connemann,Gitta,,0,1,0,0,0,Gitta Connemann,
19,170,2,CDU/CSU,Damerow,Astrid,,0,1,0,0,0,Astrid Damerow,
19,170,2,CDU/CSU,Dobrindt,Alexander,,0,1,0,0,0,Alexander Dobrindt,
19,170,2,CDU/CSU,Donth,Michael,,0,1,0,0,0,Michael Donth,
19,170,2,CDU/CSU,Dött,Marie-Luise,,0,1,0,0,0,Marie-Luise Dött,
19,170,2,CDU/CSU,Durz,Hansjörg,,0,1,0,0,0,Hansjörg Durz,
19,170,2,CDU/CSU,Erndl,Thomas,,0,1,0,0,0,Thomas Erndl,
19,170,2,CDU/CSU,Färber,Hermann,,0,1,0,0,0,Hermann Färber,
19,170,2,CDU/CSU,Feiler,Uwe,,0,1,0,0,0,Uwe Feiler,
19,170,2,CDU/CSU,Ferlemann,Enak,,0,1,0,0,0,Enak Ferlemann,
19,170,2,CDU/CSU,Fischer (Karlsruhe-Land),Axel E.,,0,0,0,0,1,Axel E. Fischer (Karlsruhe-Land),
19,170,2,CDU/CSU,Flachsbarth,Maria,,0,1,0,0,0,Dr. Maria Flachsbarth,
19,170,2,CDU/CSU,Frei,Thorsten,,0,1,0,0,0,Thorsten Frei,
19,170,2,CDU/CSU,Friedrich (Hof),Hans-Peter,,0,1,0,0,0,Dr. Hans-Peter Friedrich (Hof),
19,170,2,CDU/CSU,Frieser,Michael,,0,1,0,0,0,Michael Frieser,
19,170,2,CDU/CSU,Fuchtel,Hans-Joachim,,0,1,0,0,0,Hans-Joachim Fuchtel,
19,170,2,CDU/CSU,Gädechens,Ingo,,0,1,0,0,0,Ingo Gädechens,
19,170,2,CDU/CSU,Gebhart,Thomas,,0,1,0,0,0,Dr. Thomas Gebhart,
19,170,2,CDU/CSU,Gerig,Alois,,0,1,0,0,0,Alois Gerig,
19,170,2,CDU/CSU,Gienger,Eberhard,,0,1,0,0,0,Eberhard Gienger,
19,170,2,CDU/CSU,Gnodtke,Eckhard,,0,1,0,0,0,Eckhard Gnodtke,
19,170,2,CDU/CSU,Groden-Kranich,Ursula,,0,1,0,0,0,Ursula Groden-Kranich,
19,170,2,CDU/CSU,Gröhe,Hermann,,0,1,0,0,0,Hermann Gröhe,
19,170,2,CDU/CSU,Gröhler,Klaus-Dieter,,0,1,0,0,0,Klaus-Dieter Gröhler,
19,170,2,CDU/CSU,Grosse-Brömer,Michael,,0,1,0,0,0,Michael Grosse-Brömer,
19,170,2,CDU/CSU,Grotelüschen,Astrid,,0,1,0,0,0,Astrid Grotelüschen,
19,170,2,CDU/CSU,Grübel,Markus,,0,1,0,0,0,Markus Grübel,
19,170,2,CDU/CSU,Grund,Manfred,,0,1,0,0,0,Manfred Grund,
19,170,2,CDU/CSU,Grundmann,Oliver,,0,1,0,0,0,Oliver Grundmann,
19,170,2,CDU/CSU,Grütters,Monika,,0,1,0,0,0,Monika Grütters,
19,170,2,CDU/CSU,Güntzler,Fritz,,0,1,0,0,0,Fritz Güntzler,
19,170,2,CDU/CSU,Gutting,Olav,,0,1,0,0,0,Olav Gutting,
19,170,2,CDU/CSU,Haase,Christian,,0,1,0,0,0,Christian Haase,
19,170,2,CDU/CSU,Hahn,Florian,,0,1,0,0,0,Florian Hahn,
19,170,2,CDU/CSU,Hardt,Jürgen,,0,1,0,0,0,Jürgen Hardt,
19,170,2,CDU/CSU,Hauer,Matthias,,0,1,0,0,0,Matthias Hauer,
19,170,2,CDU/CSU,Hauptmann,Mark,,0,1,0,0,0,Mark Hauptmann,
19,170,2,CDU/CSU,Heider,Matthias,,0,1,0,0,0,Dr. Matthias Heider,
19,170,2,CDU/CSU,Heil,Mechthild,,0,1,0,0,0,Mechthild Heil,
19,170,2,CDU/CSU,Heilmann,Thomas,,0,1,0,0,0,Thomas Heilmann,
19,170,2,CDU/CSU,Heinrich (Chemnitz),Frank,,0,1,0,0,0,Frank Heinrich (Chemnitz),
19,170,2,CDU/CSU,Helfrich,Mark,,0,1,0,0,0,Mark Helfrich,
19,170,2,CDU/CSU,Henke,Rudolf,,0,1,0,0,0,Rudolf Henke,
19,170,2,CDU/CSU,Hennrich,Michael,,0,1,0,0,0,Michael Hennrich,
19,170,2,CDU/CSU,Henrichmann,Marc,,0,1,0,0,0,Marc Henrichmann,
19,170,2,CDU/CSU,Heveling,Ansgar,,0,1,0,0,0,Ansgar Heveling,
19,170,2,CDU/CSU,Hirte,Christian,,0,1,0,0,0,Christian Hirte,
19,170,2,CDU/CSU,Hirte,Heribert,,0,1,0,0,0,Dr. Heribert Hirte,
19,170,2,CDU/CSU,Hoffmann,Alexander,,0,1,0,0,0,Alexander Hoffmann,
19,170,2,CDU/CSU,Holmeier,Karl,,0,1,0,0,0,Karl Holmeier,
19,170,2,CDU/CSU,Hoppenstedt,Hendrik,,0,1,0,0,0,Dr. Hendrik Hoppenstedt,
19,170,2,CDU/CSU,Irlstorfer,Erich,,0,1,0,0,0,Erich Irlstorfer,
19,170,2,CDU/CSU,Irmer,Hans-Jürgen,,0,0,0,0,1,Hans-Jürgen Irmer,
19,170,2,CDU/CSU,Jarzombek,Thomas,,0,1,0,0,0,Thomas Jarzombek,
19,170,2,CDU/CSU,Jung,Andreas,,0,1,0,0,0,Andreas Jung,
19,170,2,CDU/CSU,Jung,Ingmar,,0,1,0,0,0,Ingmar Jung,
19,170,2,CDU/CSU,Karl,Alois,,0,1,0,0,0,Alois Karl,
19,170,2,CDU/CSU,Karliczek,Anja,,0,1,0,0,0,Anja Karliczek,
19,170,2,CDU/CSU,Kartes,Torbjörn,,0,1,0,0,0,Torbjörn Kartes,
19,170,2,CDU/CSU,Kauder,Volker,,0,1,0,0,0,Volker Kauder,
19,170,2,CDU/CSU,Kaufmann,Stefan,,0,1,0,0,0,Dr. Stefan Kaufmann,
19,170,2,CDU/CSU,Kemmer,Ronja,,0,1,0,0,0,Ronja Kemmer,
19,170,2,CDU/CSU,Kiesewetter,Roderich,,0,1,0,0,0,Roderich Kiesewetter,
19,170,2,CDU/CSU,Kießling,Michael,,0,1,0,0,0,Michael Kießling,
19,170,2,CDU/CSU,Kippels,Georg,,0,1,0,0,0,Dr. Georg Kippels,
19,170,2,CDU/CSU,Klein,Volkmar,,0,1,0,0,0,Volkmar Klein,
19,170,2,CDU/CSU,Knoerig,Axel,,0,1,0,0,0,Axel Knoerig,
19,170,2,CDU/CSU,Koeppen,Jens,,0,1,0,0,0,Jens Koeppen,
19,170,2,CDU/CSU,Koob,Markus,,0,1,0,0,0,Markus Koob,
19,170,2,CDU/CSU,Körber,Carsten,,0,1,0,0,0,Carsten Körber,
19,170,2,CDU/CSU,Krauß,Alexander,,0,1,0,0,0,Alexander Krauß,
19,170,2,CDU/CSU,Krichbaum,Gunther,,0,1,0,0,0,Gunther Krichbaum,
19,170,2,CDU/CSU,Krings,Günter,,0,0,0,0,1,Dr. Günter Krings,
19,170,2,CDU/CSU,Kruse,Rüdiger,,0,1,0,0,0,Rüdiger Kruse,
19,170,2,CDU/CSU,Kuffer,Michael,,0,1,0,0,0,Michael Kuffer,
19,170,2,CDU/CSU,Kühne,Roy,,0,1,0,0,0,Dr. Roy Kühne,
19,170,2,CDU/CSU,Lamers,Karl A.,,0,1,0,0,0,Dr. Dr. h. c. Karl A. Lamers,
19,170,2,CDU/CSU,Lämmel,Andreas G.,,0,1,0,0,0,Andreas G. Lämmel,
19,170,2,CDU/CSU,Landgraf,Katharina,,0,1,0,0,0,Katharina Landgraf,
19,170,2,CDU/CSU,Lange,Ulrich,,0,1,0,0,0,Ulrich Lange,
19,170,2,CDU/CSU,Launert,Silke,,0,1,0,0,0,Dr. Silke Launert,
19,170,2,CDU/CSU,Lehmann,Jens,,0,1,0,0,0,Jens Lehmann,
19,170,2,CDU/CSU,Lehrieder,Paul,,0,1,0,0,0,Paul Lehrieder,
19,170,2,CDU/CSU,Leikert,Katja,,0,1,0,0,0,Dr. Katja Leikert,
19,170,2,CDU/CSU,Lenz,Andreas,,0,1,0,0,0,Dr. Andreas Lenz,
19,170,2,CDU/CSU,Lezius,Antje,,0,1,0,0,0,Antje Lezius,
19,170,2,CDU/CSU,Lindholz,Andrea,,0,1,0,0,0,Andrea Lindholz,
19,170,2,CDU/CSU,Linnemann,Carsten,,0,1,0,0,0,Dr. Carsten Linnemann,
19,170,2,CDU/CSU,Lips,Patricia,,0,1,0,0,0,Patricia Lips,
19,170,2,CDU/CSU,Löbel,Nikolas,,0,1,0,0,0,Nikolas Löbel,
19,170,2,CDU/CSU,Loos,Bernhard,,0,1,0,0,0,Bernhard Loos,
19,170,2,CDU/CSU,Luczak,Jan-Marco,,0,1,0,0,0,Dr. Jan-Marco Luczak,
19,170,2,CDU/CSU,Ludwig,Daniela,,0,1,0,0,0,Daniela Ludwig,
19,170,2,CDU/CSU,Ludwig,Saskia,,0,1,0,0,0,Dr. Saskia Ludwig,
19,170,2,CDU/CSU,Maag,Karin,,0,1,0,0,0,Karin Maag,
19,170,2,CDU/CSU,Magwas,Yvonne,,0,1,0,0,0,Yvonne Magwas,
19,170,2,CDU/CSU,Maizière,Thomas,de,0,1,0,0,0,Dr. Thomas de Maizière,
19,170,2,CDU/CSU,Manderla,Gisela,,0,1,0,0,0,Gisela Manderla,
19,170,2,CDU/CSU,Mannes,Astrid,,0,1,0,0,0,Dr. Astrid Mannes,
19,170,2,CDU/CSU,Marschall,Matern,von,0,1,0,0,0,Matern von Marschall,
19,170,2,CDU/CSU,Marwitz,Hans-Georg,von der,0,1,0,0,0,Hans-Georg von der Marwitz,
19,170,2,CDU/CSU,Mattfeldt,Andreas,,0,1,0,0,0,Andreas Mattfeldt,
19,170,2,CDU/CSU,Mayer (Altötting),Stephan,,0,1,0,0,0,Stephan Mayer (Altötting),
19,170,2,CDU/CSU,Meister,Michael,,0,1,0,0,0,Dr. Michael Meister,
19,170,2,CDU/CSU,Merkel,Angela,,0,0,0,0,1,Dr. Angela Merkel,
19,170,2,CDU/CSU,Metzler,Jan,,0,1,0,0,0,Jan Metzler,
19,170,2,CDU/CSU,Michelbach,Hans,,0,1,0,0,0,Dr. h. c. (Univ Kyiv) Hans Michelbach,
19,170,2,CDU/CSU,Middelberg,Mathias,,0,1,0,0,0,Dr. Mathias Middelberg,
19,170,2,CDU/CSU,Monstadt,Dietrich,,0,1,0,0,0,Dietrich Monstadt,
19,170,2,CDU/CSU,Möring,Karsten,,0,1,0,0,0,Karsten Möring,
19,170,2,CDU/CSU,Motschmann,Elisabeth,,0,1,0,0,0,Elisabeth Motschmann,
19,170,2,CDU/CSU,Müller,Axel,,0,1,0,0,0,Axel Müller,
19,170,2,CDU/CSU,Müller,Gerd,,0,0,0,0,1,Dr. Gerd Müller,
19,170,2,CDU/CSU,Müller,Sepp,,0,1,0,0,0,Sepp Müller,
19,170,2,CDU/CSU,Müller (Braunschweig),Carsten,,0,1,0,0,0,Carsten Müller (Braunschweig),
19,170,2,CDU/CSU,Müller (Erlangen),Stefan,,0,1,0,0,0,Stefan Müller (Erlangen),
19,170,2,CDU/CSU,Nick,Andreas,,0,1,0,0,0,Dr. Andreas Nick,
19,170,2,CDU/CSU,Nicolaisen,Petra,,0,1,0,0,0,Petra Nicolaisen,
19,170,2,CDU/CSU,Noll,Michaela,,0,1,0,0,0,Michaela Noll,
19,170,2,CDU/CSU,Nüßlein,Georg,,0,1,0,0,0,Dr. Georg Nüßlein,
19,170,2,CDU/CSU,Oellers,Wilfried,,0,1,0,0,0,Wilfried Oellers,
19,170,2,CDU/CSU,Oßner,Florian,,0,1,0,0,0,Florian Oßner,
19,170,2,CDU/CSU,Oster,Josef,,0,1,0,0,0,Josef Oster,
19,170,2,CDU/CSU,Otte,Henning,,0,1,0,0,0,Henning Otte,
19,170,2,CDU/CSU,Pahlmann,Ingrid,,0,1,0,0,0,Ingrid Pahlmann,
19,170,2,CDU/CSU,Pantel,Sylvia,,0,1,0,0,0,Sylvia Pantel,
19,170,2,CDU/CSU,Patzelt,Martin,,0,1,0,0,0,Martin Patzelt,
19,170,2,CDU/CSU,Pfeiffer,Joachim,,0,1,0,0,0,Dr. Joachim Pfeiffer,
19,170,2,CDU/CSU,Pilsinger,Stephan,,0,1,0,0,0,Stephan Pilsinger,
19,170,2,CDU/CSU,Ploß,Christoph,,0,1,0,0,0,Dr. Christoph Ploß,
19,170,2,CDU/CSU,Pols,Eckhard,,0,1,0,0,0,Eckhard Pols,
19,170,2,CDU/CSU,Rachel,Thomas,,0,1,0,0,0,Thomas Rachel,
19,170,2,CDU/CSU,Radomski,Kerstin,,0,1,0,0,0,Kerstin Radomski,
19,170,2,CDU/CSU,Radwan,Alexander,,0,1,0,0,0,Alexander Radwan,
19,170,2,CDU/CSU,Rainer,Alois,,0,1,0,0,0,Alois Rainer,
19,170,2,CDU/CSU,Ramsauer,Peter,,0,0,0,0,1,Dr. Peter Ramsauer,
19,170,2,CDU/CSU,Rehberg,Eckhardt,,0,1,0,0,0,Eckhardt Rehberg,
19,170,2,CDU/CSU,Riebsamen,Lothar,,0,1,0,0,0,Lothar Riebsamen,
19,170,2,CDU/CSU,Rief,Josef,,0,1,0,0,0,Josef Rief,
19,170,2,CDU/CSU,Röring,Johannes,,0,1,0,0,0,Johannes Röring,
19,170,2,CDU/CSU,Röttgen,Norbert,,0,1,0,0,0,Dr. Norbert Röttgen,
19,170,2,CDU/CSU,Rouenhoff,Stefan,,0,1,0,0,0,Stefan Rouenhoff,
19,170,2,CDU/CSU,Rüddel,Erwin,,0,1,0,0,0,Erwin Rüddel,
19,170,2,CDU/CSU,Rupprecht,Albert,,0,1,0,0,0,Albert Rupprecht,
19,170,2,CDU/CSU,Sauer,Stefan,,0,1,0,0,0,Stefan Sauer,
19,170,2,CDU/CSU,Schäfer (Saalstadt),Anita,,0,1,0,0,0,Anita Schäfer (Saalstadt),
19,170,2,CDU/CSU,Schäuble,Wolfgang,,0,1,0,0,0,Dr. Wolfgang Schäuble,
19,170,2,CDU/CSU,Scheuer,Andreas,,0,1,0,0,0,Andreas Scheuer,
19,170,2,CDU/CSU,Schimke,Jana,,0,1,0,0,0,Jana Schimke,
19,170,2,CDU/CSU,Schipanski,Tankred,,0,1,0,0,0,Tankred Schipanski,
19,170,2,CDU/CSU,Schmidt (Fürth),Christian,,0,1,0,0,0,Christian Schmidt (Fürth),
19,170,2,CDU/CSU,Schmidtke,Claudia,,0,1,0,0,0,Dr. Claudia Schmidtke,
19,170,2,CDU/CSU,Schnieder,Patrick,,0,1,0,0,0,Patrick Schnieder,
19,170,2,CDU/CSU,Schön,Nadine,,0,1,0,0,0,Nadine Schön,
19,170,2,CDU/CSU,Schreiner,Felix,,0,1,0,0,0,Felix Schreiner,
19,170,2,CDU/CSU,Schulze,Klaus-Peter,,0,1,0,0,0,Dr. Klaus-Peter Schulze,
19,170,2,CDU/CSU,Schummer,Uwe,,0,1,0,0,0,Uwe Schummer,
19,170,2,CDU/CSU,Schuster (Weil am Rhein),Armin,,0,1,0,0,0,Armin Schuster (Weil am Rhein),
19,170,2,CDU/CSU,Schweiger,Torsten,,0,1,0,0,0,Torsten Schweiger,
19,170,2,CDU/CSU,Seif,Detlef,,0,1,0,0,0,Detlef Seif,
19,170,2,CDU/CSU,Selle,Johannes,,0,1,0,0,0,Johannes Selle,
19,170,2,CDU/CSU,Sendker,Reinhold,,0,1,0,0,0,Reinhold Sendker,
19,170,2,CDU/CSU,Sensburg,Patrick,,0,1,0,0,0,Dr. Patrick Sensburg,
19,170,2,CDU/CSU,Siebert,Bernd,,0,1,0,0,0,Bernd Siebert,
19,170,2,CDU/CSU,Silberhorn,Thomas,,0,1,0,0,0,Thomas Silberhorn,
19,170,2,CDU/CSU,Simon,Björn,,0,1,0,0,0,Björn Simon,
19,170,2,CDU/CSU,Sorge,Tino,,0,1,0,0,0,Tino Sorge,
19,170,2,CDU/CSU,Spahn,Jens,,0,1,0,0,0,Jens Spahn,
19,170,2,CDU/CSU,Staffler,Katrin,,0,1,0,0,0,Katrin Staffler,
19,170,2,CDU/CSU,Steffel,Frank,,0,0,0,0,1,Frank Steffel,
19,170,2,CDU/CSU,Stefinger,Wolfgang,,0,1,0,0,0,Dr. Wolfgang Stefinger,
19,170,2,CDU/CSU,Stegemann,Albert,,0,1,0,0,0,Albert Stegemann,
19,170,2,CDU/CSU,Steier,Andreas,,0,1,0,0,0,Andreas Steier,
19,170,2,CDU/CSU,Stein (Rostock),Peter,,0,1,0,0,0,Peter Stein (Rostock),
19,170,2,CDU/CSU,Steineke,Sebastian,,0,1,0,0,0,Sebastian Steineke,
19,170,2,CDU/CSU,Steiniger,Johannes,,0,1,0,0,0,Johannes Steiniger,
19,170,2,CDU/CSU,Stetten,Christian,Frhr. von,0,1,0,0,0,Christian Frhr. von Stetten,
19,170,2,CDU/CSU,Stier,Dieter,,0,1,0,0,0,Dieter Stier,
19,170,2,CDU/CSU,Storjohann,Gero,,0,1,0,0,0,Gero Storjohann,
19,170,2,CDU/CSU,Stracke,Stephan,,0,1,0,0,0,Stephan Stracke,
19,170,2,CDU/CSU,Straubinger,Max,,0,1,0,0,0,Max Straubinger,
19,170,2,CDU/CSU,Strenz,Karin,,0,1,0,0,0,Karin Strenz,
19,170,2,CDU/CSU,Tauber,Peter,,0,1,0,0,0,Dr. Peter Tauber,
19,170,2,CDU/CSU,Tebroke,Hermann-Josef,,0,1,0,0,0,Dr. Hermann-Josef Tebroke,
19,170,2,CDU/CSU,Thies,Hans-Jürgen,,0,1,0,0,0,Hans-Jürgen Thies,
19,170,2,CDU/CSU,Throm,Alexander,,0,1,0,0,0,Alexander Throm,
19,170,2,CDU/CSU,Tiemann,Dietlind,,0,1,0,0,0,Dr. Dietlind Tiemann,
19,170,2,CDU/CSU,Tillmann,Antje,,0,1,0,0,0,Antje Tillmann,
19,170,2,CDU/CSU,Uhl,Markus,,0,1,0,0,0,Markus Uhl,
19,170,2,CDU/CSU,Ullrich,Volker,,0,1,0,0,0,Dr. Volker Ullrich,
19,170,2,CDU/CSU,Vaatz,Arnold,,0,1,0,0,0,Arnold Vaatz,
19,170,2,CDU/CSU,Vieregge,Kerstin,,0,1,0,0,0,Kerstin Vieregge,
19,170,2,CDU/CSU,Vogel (Kleinsaara),Volkmar,,0,1,0,0,0,Volkmar Vogel (Kleinsaara),
19,170,2,CDU/CSU,Vries,Christoph,de,0,1,0,0,0,Christoph de Vries,
19,170,2,CDU/CSU,Vries,Kees,de,0,1,0,0,0,Kees de Vries,
