Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,AbgNr,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung
19,160,4,DIE LINKE.,7040,Beutin,Lorenz Gösta,,0,0,1,0,0,Lorenz Gösta Beutin,
19,160,4,DIE LINKE.,7050,Birkwald,Matthias W.,,0,0,1,0,0,Matthias W. Birkwald,
19,160,4,DIE LINKE.,7060,Bluhm-Förster,Heidrun,,0,0,0,0,1,Heidrun Bluhm-Förster,
19,160,4,DIE LINKE.,7070,Brandt,Michel,,0,0,1,0,0,Michel Brandt,
19,160,4,DIE LINKE.,7080,Buchholz,Christine,,0,0,1,0,0,Christine Buchholz,
19,160,4,DIE LINKE.,7090,Bull-Bischoff,Birke,,0,0,1,0,0,Dr. Birke Bull-Bischoff,
19,160,4,DIE LINKE.,7100,Cezanne,Jörg,,0,0,1,0,0,Jörg Cezanne,
19,160,4,DIE LINKE.,7110,Dagdelen,Sevim,,0,0,1,0,0,Sevim Dagdelen,
19,160,4,DIE LINKE.,7370,De Masi,Fabio,,0,0,1,0,0,Fabio De Masi,
19,160,4,DIE LINKE.,7120,Dehm,Diether,,0,0,1,0,0,Dr. Diether Dehm,
19,160,4,DIE LINKE.,7130,Domscheit-Berg,Anke,,0,0,0,0,1,Anke Domscheit-Berg,
19,160,4,DIE LINKE.,7140,Ernst,Klaus,,0,0,1,0,0,Klaus Ernst,
19,160,4,DIE LINKE.,7150,Ferschl,Susanne,,0,0,1,0,0,Susanne Ferschl,
19,160,4,DIE LINKE.,7160,Freihold,Brigitte,,0,0,1,0,0,Brigitte Freihold,
19,160,4,DIE LINKE.,7170,Gabelmann,Sylvia,,0,0,0,0,1,Sylvia Gabelmann,
19,160,4,DIE LINKE.,7180,Gohlke,Nicole,,0,0,1,0,0,Nicole Gohlke,
19,160,4,DIE LINKE.,7190,Gysi,Gregor,,0,0,0,0,1,Dr. Gregor Gysi,
19,160,4,DIE LINKE.,7200,Hahn,André,,0,0,1,0,0,Dr. André Hahn,
19,160,4,DIE LINKE.,7210,Hänsel,Heike,,0,0,0,0,1,Heike Hänsel,
19,160,4,DIE LINKE.,7220,Höhn,Matthias,,0,0,1,0,0,Matthias Höhn,
19,160,4,DIE LINKE.,7230,Hunko,Andrej,,0,0,1,0,0,Andrej Hunko,
19,160,4,DIE LINKE.,7240,Jelpke,Ulla,,0,0,1,0,0,Ulla Jelpke,
19,160,4,DIE LINKE.,7250,Kassner,Kerstin,,0,0,1,0,0,Kerstin Kassner,
19,160,4,DIE LINKE.,7260,Kessler,Achim,,0,0,1,0,0,Dr. Achim Kessler,
19,160,4,DIE LINKE.,7270,Kipping,Katja,,0,0,1,0,0,Katja Kipping,
19,160,4,DIE LINKE.,7280,Korte,Jan,,0,0,1,0,0,Jan Korte,
19,160,4,DIE LINKE.,7290,Krellmann,Jutta,,0,0,1,0,0,Jutta Krellmann,
19,160,4,DIE LINKE.,7300,Lay,Caren,,0,0,1,0,0,Caren Lay,
19,160,4,DIE LINKE.,7310,Leidig,Sabine,,0,0,1,0,0,Sabine Leidig,
19,160,4,DIE LINKE.,7320,Lenkert,Ralph,,0,0,1,0,0,Ralph Lenkert,
19,160,4,DIE LINKE.,7330,Leutert,Michael,,0,0,0,0,1,Michael Leutert,
19,160,4,DIE LINKE.,7340,Liebich,Stefan,,0,0,1,0,0,Stefan Liebich,
19,160,4,DIE LINKE.,7350,Lötzsch,Gesine,,0,0,1,0,0,Dr. Gesine Lötzsch,
19,160,4,DIE LINKE.,7360,Lutze,Thomas,,0,0,1,0,0,Thomas Lutze,
19,160,4,DIE LINKE.,7380,Meiser,Pascal,,0,0,1,0,0,Pascal Meiser,
19,160,4,DIE LINKE.,7390,Mohamed Ali,Amira,,0,0,1,0,0,Amira Mohamed Ali,
19,160,4,DIE LINKE.,7400,Möhring,Cornelia,,0,0,1,0,0,Cornelia Möhring,
19,160,4,DIE LINKE.,7410,Movassat,Niema,,0,0,0,0,1,Niema Movassat,
19,160,4,DIE LINKE.,7420,Müller (Potsdam),Norbert,,0,0,1,0,0,Norbert Müller (Potsdam),
19,160,4,DIE LINKE.,7430,Nastic,Zaklin,,0,0,1,0,0,Zaklin Nastic,
19,160,4,DIE LINKE.,7440,Neu,Alexander S.,,0,0,1,0,0,Dr. Alexander S. Neu,
19,160,4,DIE LINKE.,7450,Nord,Thomas,,0,0,0,0,1,Thomas Nord,
19,160,4,DIE LINKE.,7460,Pau,Petra,,0,0,1,0,0,Petra Pau,
19,160,4,DIE LINKE.,7470,Pellmann,Sören,,0,0,1,0,0,Sören Pellmann,
19,160,4,DIE LINKE.,7480,Perli,Victor,,0,0,1,0,0,Victor Perli,
19,160,4,DIE LINKE.,7490,Pflüger,Tobias,,0,0,1,0,0,Tobias Pflüger,
19,160,4,DIE LINKE.,7500,Remmers,Ingrid,,0,0,0,0,1,Ingrid Remmers,
19,160,4,DIE LINKE.,7510,Renner,Martina,,0,0,1,0,0,Martina Renner,
19,160,4,DIE LINKE.,7520,Riexinger,Bernd,,0,0,1,0,0,Bernd Riexinger,
19,160,4,DIE LINKE.,7530,Schreiber,Eva-Maria,,0,0,1,0,0,Eva-Maria Schreiber,
19,160,4,DIE LINKE.,7540,Sitte,Petra,,0,0,0,0,1,Dr. Petra Sitte,
19,160,4,DIE LINKE.,7550,Sommer,Helin Evrim,,0,0,1,0,0,Helin Evrim Sommer,
19,160,4,DIE LINKE.,7560,Steinke,Kersten,,0,0,1,0,0,Kersten Steinke,
19,160,4,DIE LINKE.,7570,Straetmanns,Friedrich,,0,0,1,0,0,Friedrich Straetmanns,
19,160,4,DIE LINKE.,7580,Tackmann,Kirsten,,0,0,1,0,0,Dr. Kirsten Tackmann,
19,160,4,DIE LINKE.,7590,Tatti,Jessica,,0,0,1,0,0,Jessica Tatti,
19,160,4,DIE LINKE.,7600,Ulrich,Alexander,,0,0,1,0,0,Alexander Ulrich,
19,160,4,DIE LINKE.,7610,Vogler,Kathrin,,0,0,1,0,0,Kathrin Vogler,
19,160,4,DIE LINKE.,7620,Wagenknecht,Sahra,,0,0,0,0,1,Dr. Sahra Wagenknecht,
19,160,4,DIE LINKE.,7630,Wagner,Andreas,,0,0,1,0,0,Andreas Wagner,
19,160,4,DIE LINKE.,7640,Weinberg,Harald,,0,0,1,0,0,Harald Weinberg,
19,160,4,DIE LINKE.,7650,Werner,Katrin,,0,0,1,0,0,Katrin Werner,
19,160,4,DIE LINKE.,7660,Zdebel,Hubertus,,0,0,0,0,1,Hubertus Zdebel,
19,160,4,DIE LINKE.,7670,Zimmermann,Pia,,0,0,0,0,1,Pia Zimmermann,
19,160,4,DIE LINKE.,7680,Zimmermann (Zwickau),Sabine,,0,0,1,0,0,Sabine Zimmermann (Zwickau),
19,160,4,BÜ90/GR,8000,Amtsberg,Luise,,1,0,0,0,0,Luise Amtsberg,
19,160,4,BÜ90/GR,8020,Badum,Lisa,,1,0,0,0,0,Lisa Badum,
19,160,4,BÜ90/GR,8030,Baerbock,Annalena,,1,0,0,0,0,Annalena Baerbock,
19,160,4,BÜ90/GR,8040,Bause,Margarete,,1,0,0,0,0,Margarete Bause,
19,160,4,BÜ90/GR,8050,Bayaz,Danyal,,1,0,0,0,0,Dr. Danyal Bayaz,
19,160,4,BÜ90/GR,8060,Bayram,Canan,,1,0,0,0,0,Canan Bayram,
19,160,4,BÜ90/GR,8070,Brantner,Franziska,,1,0,0,0,0,Dr. Franziska Brantner,
19,160,4,BÜ90/GR,8080,Brugger,Agnieszka,,1,0,0,0,0,Agnieszka Brugger,
19,160,4,BÜ90/GR,8090,Christmann,Anna,,1,0,0,0,0,Dr. Anna Christmann,
19,160,4,BÜ90/GR,8100,Deligöz,Ekin,,1,0,0,0,0,Ekin Deligöz,
19,160,4,BÜ90/GR,8110,Dörner,Katja,,1,0,0,0,0,Katja Dörner,
19,160,4,BÜ90/GR,8120,Dröge,Katharina,,0,0,0,0,1,Katharina Dröge,
19,160,4,BÜ90/GR,8130,Ebner,Harald,,1,0,0,0,0,Harald Ebner,
19,160,4,BÜ90/GR,8140,Gastel,Matthias,,1,0,0,0,0,Matthias Gastel,
19,160,4,BÜ90/GR,8150,Gehring,Kai,,1,0,0,0,0,Kai Gehring,
19,160,4,BÜ90/GR,8160,Gelbhaar,Stefan,,1,0,0,0,0,Stefan Gelbhaar,
19,160,4,BÜ90/GR,8170,Göring-Eckardt,Katrin,,1,0,0,0,0,Katrin Göring-Eckardt,
19,160,4,BÜ90/GR,8180,Grundl,Erhard,,1,0,0,0,0,Erhard Grundl,
19,160,4,BÜ90/GR,8190,Hajduk,Anja,,0,0,0,0,1,Anja Hajduk,
19,160,4,BÜ90/GR,8200,Haßelmann,Britta,,1,0,0,0,0,Britta Haßelmann,
19,160,4,BÜ90/GR,8210,Hoffmann,Bettina,,1,0,0,0,0,Dr. Bettina Hoffmann,
19,160,4,BÜ90/GR,8220,Hofreiter,Anton,,1,0,0,0,0,Dr. Anton Hofreiter,
19,160,4,BÜ90/GR,8230,Holtz,Ottmar,von,0,0,0,0,1,Ottmar von Holtz,
19,160,4,BÜ90/GR,8240,Janecek,Dieter,,1,0,0,0,0,Dieter Janecek,
19,160,4,BÜ90/GR,8250,Kappert-Gonther,Kirsten,,1,0,0,0,0,Dr. Kirsten Kappert-Gonther,
19,160,4,BÜ90/GR,8260,Kekeritz,Uwe,,0,0,0,0,1,Uwe Kekeritz,
19,160,4,BÜ90/GR,8270,Keul,Katja,,1,0,0,0,0,Katja Keul,
19,160,4,BÜ90/GR,8280,Kindler,Sven-Christian,,1,0,0,0,0,Sven-Christian Kindler,
19,160,4,BÜ90/GR,8290,Klein-Schmeink,Maria,,1,0,0,0,0,Maria Klein-Schmeink,
19,160,4,BÜ90/GR,8300,Kotting-Uhl,Sylvia,,1,0,0,0,0,Sylvia Kotting-Uhl,
19,160,4,BÜ90/GR,8310,Krischer,Oliver,,1,0,0,0,0,Oliver Krischer,
19,160,4,BÜ90/GR,8330,Kühn (Dresden),Stephan,,1,0,0,0,0,Stephan Kühn (Dresden),
19,160,4,BÜ90/GR,8320,Kühn (Tübingen),Christian,,1,0,0,0,0,Christian Kühn (Tübingen),
19,160,4,BÜ90/GR,8340,Künast,Renate,,1,0,0,0,0,Renate Künast,
19,160,4,BÜ90/GR,8350,Kurth,Markus,,1,0,0,0,0,Markus Kurth,
19,160,4,BÜ90/GR,8360,Lazar,Monika,,1,0,0,0,0,Monika Lazar,
19,160,4,BÜ90/GR,8370,Lehmann,Sven,,1,0,0,0,0,Sven Lehmann,
19,160,4,BÜ90/GR,8380,Lemke,Steffi,,1,0,0,0,0,Steffi Lemke,
19,160,4,BÜ90/GR,8390,Lindner,Tobias,,1,0,0,0,0,Dr. Tobias Lindner,
19,160,4,BÜ90/GR,8400,Mihalic,Irene,,1,0,0,0,0,Dr. Irene Mihalic,
19,160,4,BÜ90/GR,8410,Müller,Claudia,,1,0,0,0,0,Claudia Müller,
19,160,4,BÜ90/GR,8420,Müller-Gemmeke,Beate,,1,0,0,0,0,Beate Müller-Gemmeke,
19,160,4,BÜ90/GR,8430,Nestle,Ingrid,,1,0,0,0,0,Dr. Ingrid Nestle,
19,160,4,BÜ90/GR,8440,Notz,Konstantin,von,1,0,0,0,0,Dr. Konstantin von Notz,
19,160,4,BÜ90/GR,8450,Nouripour,Omid,,1,0,0,0,0,Omid Nouripour,
19,160,4,BÜ90/GR,8460,Ostendorff,Friedrich,,1,0,0,0,0,Friedrich Ostendorff,
19,160,4,BÜ90/GR,8470,Özdemir,Cem,,1,0,0,0,0,Cem Özdemir,
19,160,4,BÜ90/GR,8480,Paus,Lisa,,1,0,0,0,0,Lisa Paus,
19,160,4,BÜ90/GR,8490,Polat,Filiz,,1,0,0,0,0,Filiz Polat,
19,160,4,BÜ90/GR,8500,Rößner,Tabea,,1,0,0,0,0,Tabea Rößner,
19,160,4,BÜ90/GR,8510,Roth (Augsburg),Claudia,,1,0,0,0,0,Claudia Roth (Augsburg),
19,160,4,BÜ90/GR,8520,Rottmann,Manuela,,1,0,0,0,0,Dr. Manuela Rottmann,
19,160,4,BÜ90/GR,8530,Rüffer,Corinna,,0,0,0,0,1,Corinna Rüffer,
19,160,4,BÜ90/GR,8540,Sarrazin,Manuel,,1,0,0,0,0,Manuel Sarrazin,
19,160,4,BÜ90/GR,8550,Schauws,Ulle,,1,0,0,0,0,Ulle Schauws,
19,160,4,BÜ90/GR,8570,Schmidt,Frithjof,,0,0,0,0,1,Dr. Frithjof Schmidt,
19,160,4,BÜ90/GR,8580,Schmidt,Stefan,,1,0,0,0,0,Stefan Schmidt,
19,160,4,BÜ90/GR,8581,Schneidewind-Hartnagel,Charlotte,,0,0,0,0,1,Charlotte Schneidewind-Hartnagel,
19,160,4,BÜ90/GR,8590,Schulz-Asche,Kordula,,0,0,0,0,1,Kordula Schulz-Asche,
19,160,4,BÜ90/GR,8600,Strengmann-Kuhn,Wolfgang,,1,0,0,0,0,Dr. Wolfgang Strengmann-Kuhn,
19,160,4,BÜ90/GR,8610,Stumpp,Margit,,1,0,0,0,0,Margit Stumpp,
19,160,4,BÜ90/GR,8620,Tressel,Markus,,1,0,0,0,0,Markus Tressel,
19,160,4,BÜ90/GR,8630,Trittin,Jürgen,,1,0,0,0,0,Jürgen Trittin,
19,160,4,BÜ90/GR,8640,Verlinden,Julia,,1,0,0,0,0,Dr. Julia Verlinden,
19,160,4,BÜ90/GR,8650,Wagner,Daniela,,1,0,0,0,0,Daniela Wagner,
19,160,4,BÜ90/GR,8660,Walter-Rosenheimer,Beate,,1,0,0,0,0,Beate Walter-Rosenheimer,
19,160,4,BÜ90/GR,8661,Zickenheiner,Gerhard,,1,0,0,0,0,Gerhard Zickenheiner,
19,160,4,Fraktionslos,9020,Bülow,Marco,,0,0,0,0,1,Marco Bülow,
19,160,4,Fraktionslos,9050,Hartmann,Verena,,0,1,0,0,0,Verena Hartmann,
19,160,4,Fraktionslos,9040,Herrmann,Lars,,0,1,0,0,0,Lars Herrmann,
19,160,4,Fraktionslos,9030,Kamann,Uwe,,0,0,0,0,1,Uwe Kamann,
19,160,4,Fraktionslos,9010,Mieruch,Mario,,0,0,0,0,1,Mario Mieruch,
19,160,4,Fraktionslos,9000,Petry,Frauke,,0,0,0,0,1,Dr. Frauke Petry,
